"","Gene ID","Gene Name","A2058","A375","C32","Malme3M","SKMEL28","SKMEL5","WM2664"
"21091","ENSG00000226193","AL049548.1",0.8,0,0,0,0.4,0,0
"21092","ENSG00000226194","LINC02519",0,0,0,0.3,0,0,0.3
"21093","ENSG00000226196","GAPDHP75",0,0,0,0,0,0.2,0
"21094","ENSG00000226199","AC112492.2",0,0,0,0.1,0,0.2,0
"21095","ENSG00000226200","SGMS1-AS1",0.5,1,0.2,1,0.7,2,2
"21096","ENSG00000226203","LINC01733",0.3,1,6,0.6,2,4,0.4
"21097","ENSG00000226205","AC007790.1",0,0.4,0,0,0,0,0.2
"21098","ENSG00000226208","AL513285.1",0.7,1,0,0.3,2,0.4,0.4
"21099","ENSG00000226210","AC215219.1",8,6,8,7,10,6,10
"21100","ENSG00000226211","AL445466.1",0,0,0,0,0.4,0,0
"21101","ENSG00000226212","TRGV6",0.5,0.5,0,0,1,0,0
"21102","ENSG00000226220","CICP22",0.1,0,0,0.2,0,0,0.1
"21103","ENSG00000226221","RPL26P19",0.7,6,3,4,0.7,4,4
"21104","ENSG00000226226","PRELID3BP1",0,0.3,0,0.3,0.3,0.6,0
"21105","ENSG00000226229","RPLP0P1",0.4,0.4,0,0,0.4,0,0
"21106","ENSG00000226232","NPIPB14P",0,0.2,0.1,0,0,0.5,0.4
"21107","ENSG00000226233","Z82188.1",0,0,0,0,0.9,1,0
"21108","ENSG00000226235","LEMD1-AS1",0.3,0.2,0.7,0.3,0.2,0.2,0.1
"21109","ENSG00000226237","GAS1RR",2,0.2,0.1,1,0.2,0.4,1
"21110","ENSG00000226239","AL031658.1",0,0.1,0,0.1,0.1,0.1,0.1
"21111","ENSG00000226240","LINC00381",0,1,0.3,0,0.4,0.2,0
"21112","ENSG00000226241","Z75746.1",0,0.1,0,0,0,0,0
"21113","ENSG00000226242","RPS17P8",0,0,0,0,0.4,0,0
"21114","ENSG00000226243","RPL37AP1",2,1,0.8,0.5,1,2,0
"21115","ENSG00000226245","ZNF32-AS1",1,0.3,0,0.7,0,0.7,0.8
"21116","ENSG00000226246","KRT18P36",0,0.2,0,0,0,0,0
"21117","ENSG00000226247","SUPT4H1P1",0,0.4,0.7,2,0,0.9,0
"21118","ENSG00000226250","LINC00408",0,0,0,0.3,0.3,0,0.6
"21119","ENSG00000226251","AL451060.1",0,0.3,2,1,4,0.9,6
"21120","ENSG00000226253","MRPL35P3",0,0.8,0,0,0,0,0
"21121","ENSG00000226254","PTP4A1P3",0,0.3,0,0,0,0,0.4
"21122","ENSG00000226258","GRM7-AS3",0,0.2,0,0,0,0,0
"21123","ENSG00000226259","GTF2H2B",2,2,0.2,0,2,1,3
"21124","ENSG00000226261","AC064836.1",0,0,0.6,0.2,0,0,0
"21125","ENSG00000226262","PHKBP1",0,0.1,0,0,0,0,0
"21126","ENSG00000226263","ISM1-AS1",0,0,0,0.2,0,0,0
"21127","ENSG00000226266","AC009961.1",1,2,1,1,2,0.6,2
"21128","ENSG00000226268","AC135977.1",6,8,13,6,10,4,7
"21129","ENSG00000226273","AC079305.2",0.5,0,0,0,0,0,0
"21130","ENSG00000226276","AC093382.1",0.8,0,4,1,4,3,0.5
"21131","ENSG00000226278","PSPHP1",0,0,0,13,1,1,17
"21132","ENSG00000226279","RPL12P10",0.6,0,0,0,0,0.6,0
"21133","ENSG00000226281","AL031123.1",0,0.3,0,0.3,0,0,0
"21134","ENSG00000226284","ARPC3P1",4,6,5,3,3,3,2
"21135","ENSG00000226287","TMEM191A",0.8,0.3,2,2,2,0.4,0.7
"21136","ENSG00000226291","AC091729.2",0,0,0.7,0,0,0,0
"21137","ENSG00000226292","AL606495.1",0,0,0,0,0,0.2,0
"21138","ENSG00000226301","PDCL3P1",0,0.2,0.3,0,0,0,0
"21139","ENSG00000226304","AL358612.1",0,0,0,0,0,0.3,0
"21140","ENSG00000226306","NPY6R",0.1,0.2,0.2,0.4,0.1,13,0
"21141","ENSG00000226307","HNRNPDLP1",0,2,0,0,0,0.3,0
"21142","ENSG00000226308","AL122058.1",0,0.1,0.4,0.1,0.3,0.1,0
"21143","ENSG00000226309","SMARCE1P2",0.4,0.3,0.2,0.4,0.1,0.1,0
"21144","ENSG00000226310","AL022157.1",1,1,0.3,0.2,1,0.5,0.5
"21145","ENSG00000226312","CFLAR-AS1",0.1,0.2,0.3,0.1,0.1,0.2,0.3
"21146","ENSG00000226314","ZNF192P1",0.6,0.8,0.2,0.8,1,0.6,1
"21147","ENSG00000226317","LINC00351",0,0.2,0,0.2,0.2,0.2,0
"21148","ENSG00000226318","RPS3AP38",0.2,0,0.3,0.2,0.6,0.2,0.9
"21149","ENSG00000226321","CROCC2",0,0,0,0.3,0,0,0
"21150","ENSG00000226327","RPSAP49",0.2,0,0,0.2,0.2,0,0
"21151","ENSG00000226328","NUP50-AS1",28,30,15,28,32,39,15
"21152","ENSG00000226329","AC005682.1",0.7,0,0.5,0,1,0.9,0.4
"21153","ENSG00000226330","AL606489.1",0.3,0,1,7,0,0.3,1
"21154","ENSG00000226332","AL354836.1",3,3,5,3,3,3,1
"21155","ENSG00000226334","AL359182.1",0,0.3,0,0.9,0,0,1
"21156","ENSG00000226338","AC079150.2",0,0,0,2,0,0,0
"21157","ENSG00000226339","RPS26P56",0,0,0,0,0.6,0.7,0
"21158","ENSG00000226340","AC105402.1",0.6,0.5,0,1,0.3,0.9,0.7
"21159","ENSG00000226342","NMD3P1",0.7,0.8,1,0.1,0.6,0.3,0
"21160","ENSG00000226349","AC099066.1",0,0,0,0,0,0,0.7
"21161","ENSG00000226352","PSPC1-AS2",8,4,2,1,2,3,6
"21162","ENSG00000226355","AL353803.1",0,0,0.6,0.2,0.2,0,0.2
"21163","ENSG00000226356","RPS6P20",0.4,0.3,0,0.1,0.6,0.3,0.3
"21164","ENSG00000226359","ACTG1P24",2,0.8,2,0.5,0.2,1,0.8
"21165","ENSG00000226360","RPL10AP6",1,2,1,0.9,1,2,2
"21166","ENSG00000226361","TERF1P5",0.1,0.8,3,0.4,0.4,0.9,0.6
"21167","ENSG00000226363","HAGLROS",9,1,0.2,0.8,3,4,0.6
"21168","ENSG00000226364","LINC02089",0.2,2,0,0,0.8,0.7,1
"21169","ENSG00000226367","ST7-AS2",0.1,0.1,0,0,0.1,0.2,0
"21170","ENSG00000226372","DCAF8L1",0,0.5,0,0.5,0.3,0.2,0.1
"21171","ENSG00000226375","AL022310.1",0.9,1,0.3,0.8,0.8,0.5,0.8
"21172","ENSG00000226377","AC084809.1",0,0.9,0.8,9,4,1,2
"21173","ENSG00000226380","AC016831.1",0.5,0.8,13,0.7,11,3,5
"21174","ENSG00000226383","LINC01876",0.5,0.4,0.1,0.4,0.6,0.2,0.4
"21175","ENSG00000226386","PARD3-AS1",0.5,2,0,0.9,0.5,3,2
"21176","ENSG00000226389","MAPK6PS6",0.1,0.1,0,0,0,0.2,0
"21177","ENSG00000226392","MTATP6P21",0,0.7,0,0,0,0,0
"21178","ENSG00000226393","IFNA20P",1,2,0,0,1,0.6,0.3
"21179","ENSG00000226396","AL031727.1",5,13,5,2,4,6,4
"21180","ENSG00000226397","C12orf77",0.7,1,0.6,0.5,0.5,0.7,0.7
"21181","ENSG00000226400","AC010385.1",0,2,0,0,0,0.6,0
"21182","ENSG00000226406","RBMX2P1",0.2,0,0,0,0,0,0
"21183","ENSG00000226407","RPL23P11",1,0.3,0,0.3,0.7,0.8,0.9
"21184","ENSG00000226409","AL450332.1",0,2,0,7,0,5,17
"21185","ENSG00000226410","AC104058.1",0,0.5,0,0,0,0,0
"21186","ENSG00000226413","OR8T1P",0,0,0,0.2,0,0,0
"21187","ENSG00000226415","TPI1P1",2,1,6,0.2,0.8,1,1
"21188","ENSG00000226416","MRPL23-AS1",0.2,0.6,0.6,0,0,1,0.1
"21189","ENSG00000226419","SLC16A1-AS1",5,4,5,2,7,2,3
"21190","ENSG00000226421","SLC25A5P5",0.2,0.3,0.5,0.2,0.2,0.7,0.8
"21191","ENSG00000226423","AC093642.1",0,0,0.8,0.3,0.3,0.3,0
"21192","ENSG00000226425","AL358613.1",0,0,0,1,0,0,0
"21193","ENSG00000226426","AC012558.1",0,0,0,0,0,0,0.3
"21194","ENSG00000226427","HMGN2P7",0.6,0,0,0,2,0,0
"21195","ENSG00000226428","RPL15P13",0.2,0.2,0,0.9,0.4,0,0.3
"21196","ENSG00000226429","AL590399.2",0,0,0,0,0,0.5,0.6
"21197","ENSG00000226430","USP17L7",0,0,0,0,0.1,0,0
"21198","ENSG00000226432","AC010342.1",1,0.3,3,0.5,0.5,0.4,0
"21199","ENSG00000226434","AC135371.1",0,11,0,0,0,0,0
"21200","ENSG00000226435","ANKRD18DP",0,0.2,0,0.1,0,0.2,0.5
"21201","ENSG00000226436","AC002367.1",0,0,0,0,0,0,0.5
"21202","ENSG00000226438","AL442071.1",0,0,0.4,0,0,0,0
"21203","ENSG00000226439","AC108161.1",0.4,0.7,0,0.7,0.7,0,0
"21204","ENSG00000226440","AL365214.2",0.3,3,1,0.2,0.3,0.1,1
"21205","ENSG00000226443","GAPDHP32",0.8,2,0.9,0.1,2,0.3,0.2
"21206","ENSG00000226445","BX322234.1",18,3,10,2,3,2,1
"21207","ENSG00000226450","CYP2D8P",1,0.8,0.8,0.6,0.3,1,0.2
"21208","ENSG00000226453","LINC02542",1,3,5,0,0.2,3,1
"21209","ENSG00000226455","AL121787.1",0,0,0,0.3,0,0,0
"21210","ENSG00000226457","AL358794.1",5,6,2,3,11,5,4
"21211","ENSG00000226465","AL390198.1",0,1,0.7,0.9,0,6,0.6
"21212","ENSG00000226466","RPA2P2",0,0,0.3,0,0,0,0
"21213","ENSG00000226468","AC018641.1",0.4,0,0,0,0,0.6,0
"21214","ENSG00000226469","ADAM1B",0.1,0.1,0.1,0.8,0.2,0.4,0.4
"21215","ENSG00000226470","RPS29P33",0,0,0,0,0,1,0
"21216","ENSG00000226471","Z93930.2",0.2,0.6,0.2,2,2,1,1
"21217","ENSG00000226472","AC008013.1",0.3,1,0.9,1,0.5,0.6,0.5
"21218","ENSG00000226476","LINC01748",0.1,0.5,0.1,0.1,0,0.2,0
"21219","ENSG00000226478","UPF3AP1",0.5,1,3,1,0.4,0.3,0.3
"21220","ENSG00000226479","TMEM185B",59,35,21,66,78,45,94
"21221","ENSG00000226482","ADIPOQ-AS1",0,0.1,0.1,0,0.1,0.2,0
"21222","ENSG00000226483","AL392088.1",0,0,1,0,0,0,0
"21223","ENSG00000226484","AL606516.1",0.2,0.1,0.2,0.2,0,0.3,0.1
"21224","ENSG00000226486","LINC01035",0.2,0,0.3,0,0.4,0.2,0
"21225","ENSG00000226487","AL139254.1",0,0.4,0,0,0,0,0
"21226","ENSG00000226489","AC104308.1",0,0.4,0,0,0,0,0
"21227","ENSG00000226491","FTOP1",0,0,0,0,0,0,0.2
"21228","ENSG00000226493","RPL26P27",2,6,0,1,1,5,2
"21229","ENSG00000226496","LINC00323",0.3,0.6,1,2,0,2,1
"21230","ENSG00000226497","LINC02549",0.2,0.2,0.3,0,0,0.7,0
"21231","ENSG00000226498","RPSAP21",0.3,0.2,0.3,0,0.2,0.5,0
"21232","ENSG00000226499","AL136380.1",7,4,3,3,0,3,9
"21233","ENSG00000226507","IPMKP1",0,0,0,0.2,0,0,0
"21234","ENSG00000226508","LINC01918",0,0.1,1,22,27,12,5
"21235","ENSG00000226510","UPK1A-AS1",0,0.7,1,4,4,1,2
"21236","ENSG00000226520","KIRREL1-IT1",0.5,0.2,6,0,2,0.3,0.6
"21237","ENSG00000226521","AC087499.3",0,3,0.2,0.1,0.1,0.2,0.4
"21238","ENSG00000226525","RPS7P10",38,66,16,30,30,59,54
"21239","ENSG00000226526","AL049569.1",0.2,0.9,0.4,0,0.5,0,0.3
"21240","ENSG00000226527","AP000289.1",4,2,1,0.2,0.2,3,0.8
"21241","ENSG00000226530","AL158055.1",0,0.8,0,0,0,0.4,0
"21242","ENSG00000226532","AL022718.1",13,17,8,7,15,11,9
"21243","ENSG00000226533","BTBD9-AS1",0.3,0.3,0,0,0,0,0.3
"21244","ENSG00000226535","AL445487.1",0.3,0.3,0.4,0.3,0,0,0.1
"21245","ENSG00000226537","OR7E33P",0,0,0,0,0.2,0.2,0
"21246","ENSG00000226539","AC012512.1",155,79,22,0.4,127,13,0.8
"21247","ENSG00000226540","GAPDHP73",0.2,0.1,0.7,0.1,0.3,0.3,0
"21248","ENSG00000226542","AC114814.1",0.2,0.4,0.3,0.2,0.2,0,0
"21249","ENSG00000226543","MYL6P1",0,0,0,0,0,0,0.4
"21250","ENSG00000226544","RPL7P22",0.6,0.8,2,0.2,0.6,0.4,0.3
"21251","ENSG00000226545","AL357552.1",0,0.3,0,0,0,0,0
"21252","ENSG00000226548","AC016722.1",0.9,0.9,1,0.2,0,0.2,0.8
"21253","ENSG00000226549","SCDP1",9,3,16,6,7,9,3
"21254","ENSG00000226553","AC018735.1",0,0,0.2,0,0,0,0
"21255","ENSG00000226556","NPM1P49",0.2,0,0,0,0,0,0
"21256","ENSG00000226557","TRAF6P1",0.1,0.1,0.7,0,0.3,0.1,0.4
"21257","ENSG00000226562","CYP4F26P",1,2,0.2,0.3,2,0.1,0.6
"21258","ENSG00000226564","FTH1P20",9,2,16,9,5,7,5
"21259","ENSG00000226565","AL445493.1",0,1,0,0,0,0,0
"21260","ENSG00000226571","AL158850.1",0,0.2,0.3,0,0.3,0.5,0
"21261","ENSG00000226573","AC003071.2",0.5,0,0,0,0,0,1
"21262","ENSG00000226577","MICC",0.9,0,0.4,0,0.4,0.2,0.2
"21263","ENSG00000226578","AL132657.1",0.9,2,0.9,0.2,2,0.7,0
"21264","ENSG00000226580","RPL39P40",4,1,0,0,1,3,0
"21265","ENSG00000226581","AC092634.3",0,0.2,0,0,0,0,0
"21266","ENSG00000226582","UBE2V1P5",0,0,0,0,0.4,0,0
"21267","ENSG00000226592","AC004911.1",0,0.3,0,0,0,0,0
"21268","ENSG00000226597","IFNWP9",0,0,0,0,0,0.3,0
"21269","ENSG00000226598","ENSG00000226598",0,0.3,0.5,0,0.3,0.4,0
"21270","ENSG00000226599","AL450344.2",0.3,0.9,0,0,0.2,0,0
"21271","ENSG00000226601","AL359979.1",0.3,0,0.5,0,0,0,1
"21272","ENSG00000226604","PAPPA-AS2",0.1,0,0,0,0,0,0
"21273","ENSG00000226605","AC092567.1",0.6,2,0.9,2,3,0.6,0
"21274","ENSG00000226608","FTLP3",8,1,2,8,3,5,13
"21275","ENSG00000226609","AL390067.1",0,1,3,0,0.7,0.4,0
"21276","ENSG00000226617","RPL21P110",0.3,0.6,2,0,0,0.4,0.8
"21277","ENSG00000226619","AL137001.1",0,0,1,0,0,0,0
"21278","ENSG00000226620","LINC00343",0,0.1,0,0,0,0,0
"21279","ENSG00000226622","AC092155.1",0,0,0,0.2,0,0.1,0
"21280","ENSG00000226624","AC005099.1",0.5,0.5,0,0,0.2,0.5,2
"21281","ENSG00000226625","RBM17P1",0.3,0.1,0.2,0.2,0,0,0.2
"21282","ENSG00000226627","SHANK2-AS1",0.1,0,0,0,0.2,0.1,0.1
"21283","ENSG00000226629","LINC00974",0,0,0,0,0,0.1,0
"21284","ENSG00000226631","SLC9A3P3",0,0,0,0,0,0,0.1
"21285","ENSG00000226632","UBE2V1P1",0.3,0.9,1,0,0,1,0.4
"21286","ENSG00000226633","PPIAP28",0,0,0,0.3,0,0,0.4
"21287","ENSG00000226636","AC006020.1",0,0.1,0,0,0.1,0,0
"21288","ENSG00000226640","AL357793.1",0,0,0,0,0.4,0.4,0
"21289","ENSG00000226641","AL391647.1",0,0,0.4,0,0,0,0
"21290","ENSG00000226642","ACTG1P12",0.7,0.7,1,0.8,2,2,1
"21291","ENSG00000226643","AL513314.1",0,0,0,0.9,0,0,0.6
"21292","ENSG00000226644","AL121899.1",0.3,3,0.4,6,2,0.3,0
"21293","ENSG00000226645","AP006216.1",0,0.7,0,0,0,0,0
"21294","ENSG00000226646","RPL7P37",0,0,0,0,0.2,2,0
"21295","ENSG00000226647","AL365356.1",0.6,0.8,0.8,0.9,0.4,1,0.9
"21296","ENSG00000226648","PLCG1-AS1",1,2,2,1,0.9,2,2
"21297","ENSG00000226649","AC019118.1",0,0,0,0.3,0,0,0.4
"21298","ENSG00000226650","KIF4B",1,0.8,2,0.5,0.9,0.5,1
"21299","ENSG00000226652","PSMD10P2",0.1,0.3,0.4,0.3,0.4,0,0.8
"21300","ENSG00000226658","RPL23AP30",0.3,0,0.5,0,0,0.6,0.7
"21301","ENSG00000226659","AC021028.1",14,0,0,4,0,5,14
"21302","ENSG00000226661","AC004973.1",0.7,0.2,0.4,0,0.2,0,0.9
"21303","ENSG00000226663","MTND4P10",0,0,0.2,0,0,0,0
"21304","ENSG00000226666","HSPA9P1",6,3,5,3,6,5,2
"21305","ENSG00000226668","AL136981.1",0,0,0,0,0.1,0,0
"21306","ENSG00000226669","AL354977.1",0,0.4,0,0,0,0,0
"21307","ENSG00000226673","LINC01108",0.1,0.1,0.1,0,0.1,0.2,0.1
"21308","ENSG00000226674","TEX41",0.7,2,10,4,8,6,8
"21309","ENSG00000226676","BX248123.1",0.4,0.2,0,0,0.2,0.2,0
"21310","ENSG00000226677","IGBP1P1",0.8,3,1,1,1,3,1
"21311","ENSG00000226679","AL606748.1",0.7,2,1,0,0.4,1,0.8
"21312","ENSG00000226683","PWWP2AP1",0,0.1,0,0,0,0,0.1
"21313","ENSG00000226684","ENSG00000226684",0,0.2,0,0,0,0,0
"21314","ENSG00000226686","LINC01535",0.1,0.8,0,0.3,0.1,0.4,0.3
"21315","ENSG00000226688","ENTPD1-AS1",0.8,2,1,0.9,0.9,0.8,1
"21316","ENSG00000226690","AC013470.2",0.1,0,0.2,0,3,0.6,0
"21317","ENSG00000226695","ANKRD20A10P",0.1,0.2,0.2,0,0,0.2,0
"21318","ENSG00000226696","LENG8-AS1",4,6,2,5,3,6,5
"21319","ENSG00000226699","AL360181.1",2,0,0,0,0,0.9,1
"21320","ENSG00000226701","RPL15P14",0.2,0.9,0,0.4,0.5,0.7,0.6
"21321","ENSG00000226702","MIR217HG",0,0.2,0,0,0,0,0
"21322","ENSG00000226703","NPM1P4",0.2,0,0.3,0,0,0,0.2
"21323","ENSG00000226705","SDCBPP1",0,0.2,0,0,0.2,0.5,0
"21324","ENSG00000226706","AL161452.1",0.8,0.6,1,0.1,0.3,0.7,0.8
"21325","ENSG00000226707","AL359458.1",0,0,0,0,0,0.4,0.5
"21326","ENSG00000226708","AC073409.1",0.6,4,7,1,0,0.6,1
"21327","ENSG00000226711","FAM66C",0.7,3,0.9,4,0.4,1,0.6
"21328","ENSG00000226717","PTPRD-AS2",0.1,0.2,0,0,0.3,0.2,0.1
"21329","ENSG00000226718","SNRPGP8",0.7,0,0,0,0,0,0
"21330","ENSG00000226723","AL513175.1",3,5,5,3,3,0.4,3
"21331","ENSG00000226729","RPL35AP30",0,0,0,0,0.4,0,0
"21332","ENSG00000226738","U62317.1",0,0,0,2,0,0,0
"21333","ENSG00000226741","LINC02554",0,0,0,0,0.1,0.1,0
"21334","ENSG00000226742","HSBP1L1",30,2,3,16,4,21,13
"21335","ENSG00000226744","AC005326.1",0,0,4,0,0,0,0
"21336","ENSG00000226745","AL512599.1",0,0,0,0,0,0,0.3
"21337","ENSG00000226746","SMCR5",0.1,0.2,0.5,0.2,0.3,0.1,0.3
"21338","ENSG00000226747","AC007966.1",0,0.1,0,0.1,0,0,0
"21339","ENSG00000226752","CUTALP",8,22,5,14,10,22,11
"21340","ENSG00000226754","AL606760.1",1,4,0.4,2,3,3,7
"21341","ENSG00000226756","AC007365.1",1,1,0.4,0.5,0.5,0.5,3
"21342","ENSG00000226758","DISC1-IT1",1,3,2,1,2,2,3
"21343","ENSG00000226759","DAB1-AS1",0.1,0.4,0.3,0.2,0.2,0.3,0.2
"21344","ENSG00000226761","TAS2R46",0,0.2,0,0,0,0.2,0
"21345","ENSG00000226762","AL451164.1",0,0.4,0.6,0.7,0.4,0.4,0.9
"21346","ENSG00000226763","SRRM5",0.5,0.6,0.3,0.3,0.7,0.5,0.8
"21347","ENSG00000226764","AC010145.1",0,0.8,0,0,0.8,0.3,0.7
"21348","ENSG00000226765","RPSAP33",0,1,0.5,0.3,1,0,0.4
"21349","ENSG00000226766","FABP7P1",0,0,0.6,0,0,0,0
"21350","ENSG00000226767","AC114501.1",0,0.8,0,0,0,0,0
"21351","ENSG00000226770","AC000124.1",0,0,0,0,0.2,0,0
"21352","ENSG00000226771","AP001136.1",0,0.4,0,0,0,0,0
"21353","ENSG00000226774","AC073910.1",0,1,0.5,0.3,0.7,0.4,0
"21354","ENSG00000226777","FAM30A",0,0,0,0.2,0,0,0
"21355","ENSG00000226781","TBCAP1",19,43,19,17,37,21,25
"21356","ENSG00000226782","AC117465.1",0,0.3,0,0,0,0,0
"21357","ENSG00000226783","TLK1P1",0.4,0.7,1,0.3,0.5,0.2,0.8
"21358","ENSG00000226784","PGAM4",0.4,0,0.3,0.2,0.6,0.2,0.7
"21359","ENSG00000226785","AC068599.1",0,0,0.4,1,3,4,1
"21360","ENSG00000226786","ENSG00000226786",0.2,0.2,1,0,0.4,0.4,0.2
"21361","ENSG00000226789","AC110926.1",0.1,0.2,0,0.1,0.1,0.1,0.1
"21362","ENSG00000226790","HNRNPA3P1",0.5,0.2,0.2,0.3,0.5,0.4,0
"21363","ENSG00000226791","AC109826.1",0.2,0,0.2,0.2,0.1,0.8,0.8
"21364","ENSG00000226792","C13orf42",0.1,0,0.2,0.1,0.2,0.1,0
"21365","ENSG00000226794","MTND1P20",0,0,0,0.2,0,0,0
"21366","ENSG00000226797","AC005828.1",0,0.3,0,0,0,0,0
"21367","ENSG00000226798","AL138749.1",0.4,0.5,3,0.4,0,0.2,0.2
"21368","ENSG00000226800","CACTIN-AS1",0.4,0.8,2,0.9,0.6,0.1,1
"21369","ENSG00000226801","OSTCP8",0,0,0,0,0,0.4,0
"21370","ENSG00000226803","AL136311.1",1,0.5,0.5,0.3,0.5,0.6,0.2
"21371","ENSG00000226804","AL359839.1",0,0,0.6,0,0,0.1,0
"21372","ENSG00000226806","AC011893.1",0.1,0.3,0.5,2,0.1,0,0
"21373","ENSG00000226808","LINC00840",0.2,0.1,0,0.1,0.2,0.2,0.1
"21374","ENSG00000226812","AL117382.1",1,0.3,1,0.3,0.5,0.7,2
"21375","ENSG00000226813","LINC01941",0.5,0.2,0,0,0,0,0
"21376","ENSG00000226816","AC005082.1",2,3,0.7,2,0.4,0.6,0.5
"21377","ENSG00000226818","SLC6A6P1",0.1,0,0,0,0,0,0
"21378","ENSG00000226819","MEIS1-AS3",0,2,0,0.2,0,0.9,0
"21379","ENSG00000226822","AL390036.1",0,0,0.4,0,0,0,0
"21380","ENSG00000226823","SUGT1P1",3,3,3,2,2,3,3
"21381","ENSG00000226824","AC006001.2",4,2,2,5,4,5,7
"21382","ENSG00000226828","AL591885.1",0,0.1,0.1,0,0.1,0,0
"21383","ENSG00000226829","AC093655.1",0.5,0,0,0.2,0.2,0,0.3
"21384","ENSG00000226833","AC092164.1",0.3,1,0.3,0.7,0.5,0.6,0.4
"21385","ENSG00000226835","AC097059.1",0,0,0,0,0.3,0,0
"21386","ENSG00000226837","HMGB1P32",0,0,0.4,0,0.3,0,0
"21387","ENSG00000226840","PAICSP3",0.3,0.5,0.8,0,0,0.1,0
"21388","ENSG00000226842","AL158834.1",3,0.6,3,0.9,1,1,2
"21389","ENSG00000226845","EEF1GP3",0.2,0.4,0.2,0.1,0,0.6,0.1
"21390","ENSG00000226846","LINC00348",0,0,0.5,0,0.3,0,0.4
"21391","ENSG00000226849","AL109811.1",0.1,0.2,0.1,0.2,0.1,0.2,0.1
"21392","ENSG00000226851","AC004112.1",0.9,3,2,0.8,0.2,0.7,0.8
"21393","ENSG00000226853","AC010894.2",2,3,2,3,5,3,6
"21394","ENSG00000226854","AL451105.2",0.6,1,0.2,0.2,0.5,0.3,0.4
"21395","ENSG00000226855","RPSAP17",0.2,0.2,0.3,0.2,0.3,0.5,0.4
"21396","ENSG00000226856","AC093901.1",0.2,0.3,0.5,1,0,0.6,0.9
"21397","ENSG00000226859","LINC02051",0,0,0,0,0,0,0.3
"21398","ENSG00000226862","AC104463.2",0.5,0,0.7,0.5,0.5,0,1
"21399","ENSG00000226863","SHROOM2P1",0.1,0,0,0,0,0,0
"21400","ENSG00000226864","ATE1-AS1",4,0,0.2,0.7,0,0,3
"21401","ENSG00000226869","LHFPL3-AS1",16,0.6,478,13,233,473,41
"21402","ENSG00000226872","AC002472.1",0.3,0.7,1,0.3,0.3,0,0
"21403","ENSG00000226874","AC005154.2",0.8,2,1,0.4,0.8,2,1
"21404","ENSG00000226877","AL354733.1",0,0,0,0,0.2,0,0
"21405","ENSG00000226878","GSTM3P2",0,0,0,0,0.3,0,0
"21406","ENSG00000226880","ENSG00000226880",0.5,1,0,2,1,2,0.6
"21407","ENSG00000226881","H3F3AP5",1,1,0.5,0.3,0.7,0,0
"21408","ENSG00000226883","AL035416.1",0,0,0,0,0,0,0.2
"21409","ENSG00000226885","E2F6P3",0,0.4,0,0,0,0,0
"21410","ENSG00000226886","AC093787.1",3,5,2,0,0,0,44
"21411","ENSG00000226887","ERVMER34-1",2,1,0.3,0.2,0.3,0.2,0.3
"21412","ENSG00000226889","AL359541.1",1,2,1,0.2,0,0.8,0.6
"21413","ENSG00000226891","LINC01359",0.3,0.9,0.5,0.4,0.3,0.7,0.6
"21414","ENSG00000226899","AL731577.1",0.2,1,1,0.3,0.3,0.4,0.7
"21415","ENSG00000226904","AL353608.2",0,0.8,0,0.4,0,0.5,0
"21416","ENSG00000226913","BSN-AS2",0.1,0.2,0,0.1,0.1,0.6,0.1
"21417","ENSG00000226915","AC068137.1",0.3,0.5,0.4,0,0,0.3,0.6
"21418","ENSG00000226917","LINC01276",0,0.1,0.2,0,0,0,0.2
"21419","ENSG00000226925","AC007271.1",0.4,0,0,0,0,0,0
"21420","ENSG00000226926","PDZPH1P",0,0,0,0,0.1,0,0.2
"21421","ENSG00000226928","RPS14P4",0,0,0,0,0,0.4,0.4
"21422","ENSG00000226930","GTF2IP2",0.2,0,0.3,0,0.2,0,0
"21423","ENSG00000226933","NRBF2P2",0,0.2,0,0,0,0,0
"21424","ENSG00000226935","LINC00161",0,0.2,0.3,0,0.2,0,0
"21425","ENSG00000226937","CEP164P1",0.2,0.3,0.3,0.1,0.1,0.1,0.3
"21426","ENSG00000226939","AC062021.1",0,0.5,0,0,0,0,0
"21427","ENSG00000226942","IL9RP3",0.1,0.8,0.1,0.1,0,0,0.2
"21428","ENSG00000226943","ALG1L5P",0,0,0,0.2,0,0,0
"21429","ENSG00000226944","AL031847.1",10,12,5,9,47,0.8,8
"21430","ENSG00000226945","AC098935.1",2,0.9,2,0.9,4,3,3
"21431","ENSG00000226948","RPS4XP2",1,0.7,0.9,1,0.5,1,2
"21432","ENSG00000226950","DANCR",120,115,52,30,50,23,52
"21433","ENSG00000226952","AC093019.1",0,2,0,0,0.6,0,1
"21434","ENSG00000226953","AC010890.1",7,4,0,0.7,0,0,6
"21435","ENSG00000226954","AL023802.1",0.1,0,0.1,0,0,0,0.1
"21436","ENSG00000226957","AL358075.1",0,0,0,0.2,0,0,0
"21437","ENSG00000226958","ENSG00000226958",14277,19003,114211,15152,13484,25835,19797
"21438","ENSG00000226961","PPIAP60",1,0,0.5,0.3,0.3,0.3,0.7
"21439","ENSG00000226963","AC078883.2",0.3,0,0,0.3,0.3,0,0
"21440","ENSG00000226964","RHEBP2",0,0.5,2,0.9,0.7,0.3,0.9
"21441","ENSG00000226965","AC092167.1",0.6,2,0.5,0.3,0,0.3,0
